FID,Id,Non_res,Property_I,Counts,POINT_X,POINT_Y
652,653,0,653,26,467544.9473,621536.768
653,654,0,654,26,467534.8427,621702.7781
654,655,17,655,9,467522.4743,623973.0407
655,656,13,656,13,467321.768,621610.9391
656,657,18,657,8,467098.979,621215.5567
657,658,11,658,15,466924.7596,621116.468
658,659,3,659,23,466830.037,617528.9167
659,660,0,660,26,466819.4842,621844.2339
660,661,0,661,26,465883.4943,625242.2192
661,662,13,662,13,464992.2959,625692.3066
662,663,0,663,26,465002.1387,625377.8282
663,664,0,664,26,463939.7094,618447.7915
664,665,21,665,5,471283.0465,623232.2849
665,666,21,666,5,470738.5213,622715.2377
666,667,21,667,5,470662.2409,622688.0728
667,668,21,668,5,470450.5898,622875.8322
668,669,18,669,8,469516.9857,621620.4755
669,670,0,670,26,469294.9418,622535.8844
670,671,0,671,26,469040.3108,621863.5334
671,672,0,672,26,468033.3423,623165.1361
672,673,8,673,18,467354.8903,621711.9979
673,674,19,674,7,467116.1417,621965.236
674,675,2,675,24,466879.6629,618032.4768
675,676,0,676,26,466753.8298,621263.7085
676,677,13,677,13,466187.6741,625395.2947
677,678,21,678,5,471752.1134,622876.5904
678,679,21,679,5,471454.6442,622515.0249
679,680,21,680,5,471424.7748,623140.2218
680,681,21,681,5,469397.9413,622318.1978
681,682,0,682,26,467951.9626,623874.1455
682,683,6,683,20,467734.5014,624378.3131
683,684,0,684,26,467680.1898,621075.739
684,685,8,685,18,467450.7752,621578.0268
685,686,5,686,21,467245.9315,624432.2202
686,687,7,687,19,467210.0329,622332.521
687,688,3,688,23,467068.3935,623874.7482
688,689,14,689,12,466957.4957,623015.4038
689,690,0,690,26,466871.5333,619731.5984
690,691,0,691,26,466551.0494,621264.1858
691,692,0,692,26,465746.9611,620801.5237
692,693,14,693,12,465208.6518,625840.635
693,694,0,694,26,465163.2506,625498.5002
694,695,3,695,23,464700.597,625501.9287
695,696,21,696,5,471918.1682,622746.6632
696,697,21,697,5,471872.6644,623516.0826
697,698,21,698,5,471744.704,623530.764
698,699,21,699,5,471435.7404,622446.1812
699,700,21,700,5,471236.5974,623200.6761
700,701,21,701,5,471081.7637,622719.2194
701,702,21,702,5,471524.2057,622776.11
702,703,21,703,5,470644.1071,622409.1373
703,704,21,704,5,470372.4544,622294.7195
704,705,21,705,5,470207.5624,622812.8786
705,706,21,706,5,469893.2494,622896.6235
706,707,21,707,5,469811.3151,622095.9608
707,708,21,708,5,469245.1063,622132.547
708,709,21,709,5,469209.6992,622012.5485
709,710,16,710,10,468705.0926,620937.2328
710,711,22,711,4,467503.9523,619502.5342
711,712,0,712,26,468278.0055,624804.938
712,713,6,713,20,467947.954,624434.8511
713,714,19,714,7,467208.5766,622211.4126
714,715,9,715,17,467053.7108,618085.5606
715,716,9,716,17,466888.7859,621678.8454
716,717,8,717,18,467377.8092,621427.8332
717,718,17,718,9,467345.7518,623804.6388
718,719,0,719,26,467317.3526,621281.4522
719,720,6,720,20,467299.5623,622728.4172
720,721,13,721,13,467008.4353,621716.6725
721,722,0,722,26,466243.0513,621133.8341
722,723,16,723,10,466075.9752,625417.7343
723,724,0,724,26,465262.0431,625342.5438
724,725,8,725,18,464255.7925,625493.0557
725,726,11,726,15,464187.3664,625901.8386
726,727,11,727,15,464240.4716,625918.0066
727,728,0,728,26,463956.446,618572.5344
728,729,21,729,5,471662.9,623431.9958
729,730,21,730,5,471356.4036,623245.8997
730,731,21,731,5,471334.9519,622967.2497
731,732,21,732,5,471242.685,623062.784
732,733,21,733,5,470971.9772,622541.3611
733,734,21,734,5,470928.6653,622798.6247
734,735,21,735,5,470819.5802,623031.8756
735,736,22,736,4,468926.5558,621036.8979
736,737,22,737,4,468224.4876,620195.2395
737,738,16,738,10,468125.4258,620451.3545
738,739,3,739,23,467936.604,620372.8943
739,740,22,740,4,467586.0693,619398.9173
740,741,17,741,9,467533.2941,624520.1075
741,742,0,742,26,467602.2917,620658.2396
742,743,2,743,24,467270.582,624489.3881
743,744,0,744,26,467251.6775,620786.0923
744,745,0,745,26,466988.3474,623878.1222
745,746,0,746,26,466905.4607,619917.6292
746,747,0,747,26,465110.4692,625511.4907
747,748,13,748,13,465041.1341,625696.277
748,749,11,749,15,464895.2059,625902.0795
749,750,21,750,5,470177.1333,622606.2176
750,751,21,751,5,469859.3449,622347.8195
751,752,16,752,10,468195.8207,620509.6286
752,753,22,753,4,467764.4744,619687.7481
753,754,0,754,26,467444.7342,622581.7373
754,755,17,755,9,467163.2742,624036.1449
755,756,11,756,15,467048.0034,621121.151
756,757,9,757,17,466866.8027,617673.5588
757,758,0,758,26,466890.9952,622468.3613
758,759,0,759,26,466735.3649,621337.7992
759,760,0,760,26,466425.1474,625335.8083
760,761,14,761,12,465490.0105,625391.861
761,762,21,762,5,471855.9249,623464.2562
762,763,21,763,5,471795.2042,623295.8255
763,764,21,764,5,470310.6107,622539.368
764,765,0,765,26,470207.7628,623788.8593
765,766,21,766,5,469797.1685,622448.5234
766,767,0,767,26,469330.4913,622651.1476
767,768,0,768,26,468001.6439,624607.337
768,769,22,769,4,467899.0864,620158.1362
769,770,0,770,26,467661.1341,621387.5445
770,771,17,771,9,467586.7884,624245.5578
771,772,0,772,26,467497.3972,622645.708
772,773,17,773,9,467457.5784,624193.9461
773,774,17,774,9,467414.6838,624038.8791
774,775,17,775,9,467271.9114,623679.5245
775,776,17,776,9,467286.2677,624007.4038
776,777,17,777,9,467211.7019,624269.1976
777,778,0,778,26,466393.0356,625209.198
778,779,0,779,26,465399.2016,625298.3267
779,780,11,780,15,464759.0857,625871.9765
780,781,11,781,15,464608.8147,625797.8306
781,782,21,782,5,471665.0299,623385.1586
782,783,21,783,5,470919.8162,623065.7951
783,784,21,784,5,470057.6368,622478.3416
784,785,18,785,8,469341.6783,621593.2429
785,786,22,786,4,468684.4923,620739.8178
786,787,3,787,23,467869.5395,620265.0323
787,788,0,788,26,467867.6504,623153.2346
788,789,6,789,20,467792.5131,624548.8587
789,790,0,790,26,467670.7804,624065.3157
790,791,0,791,26,467347.2961,621027.9508
791,792,6,792,20,467308.0636,622346.4793
792,793,0,793,26,467351.6347,621054.6482
793,794,15,794,11,467058.6074,621865.0114
794,795,19,795,7,467012.2591,622291.3764
795,796,9,796,17,467006.4802,617956.3946
796,797,0,797,26,466876.47,622541.304
797,798,0,798,26,466895.318,622433.0785
798,799,16,799,10,465692.0104,625598.2845
799,800,21,800,5,471643.8056,623098.1277
800,801,21,801,5,471204.4741,622514.0462
801,802,21,802,5,470852.1749,622615.172
802,803,21,803,5,470839.7465,623081.3449
803,804,21,804,5,470167.6284,622753.6839
804,805,21,805,5,470141.9818,622198.39
805,806,0,806,26,469795.2784,623224.7315
806,807,22,807,4,468867.7655,621026.3894
807,808,0,808,26,467868.4529,623831.413
808,809,17,809,9,467393.3128,623921.1477
809,810,15,810,11,467062.9135,621821.5801
810,811,13,811,13,466968.1233,621800.731
811,812,13,812,13,466959.8865,621864.0078
812,813,0,813,26,465900.779,625329.2775
813,814,4,814,22,464612.2176,625611.3133
814,815,12,815,14,464400.5504,625673.6623
815,816,21,816,5,471758.0793,622740.2515
816,817,21,817,5,471482.674,623353.3355
817,818,21,818,5,470331.05,622672.4028
818,819,21,819,5,469718.5634,622171.6952
819,820,21,820,5,469469.6331,622406.4624
820,821,0,821,26,469279.4471,621653.7592
821,822,16,822,10,469025.4837,621318.0319
822,823,18,823,8,468933.5879,621439.8587
823,824,16,824,10,468226.0972,620371.2959
824,825,20,825,6,468060.0194,620356.705
825,826,17,826,9,467967.8657,620618.4122
826,827,22,827,4,467467.601,619705.79
827,828,16,828,10,467423.0827,624402.0697
828,829,17,829,9,467328.1338,624174.6557
829,830,17,830,9,467149.5967,621197.5853
830,831,0,831,26,466822.7243,619868.7182
831,832,4,832,22,466781.0433,621202.3648
832,833,0,833,26,466543.9401,621146.8386
833,834,12,834,14,464244.6622,625793.1427
834,835,21,835,5,471711.7031,622719.8266
835,836,21,836,5,471559.9222,622921.8413
836,837,21,837,5,471472.2029,623161.9435
837,838,21,838,5,471288.8053,622947.7996
838,839,21,839,5,471293.553,622811.0003
839,840,21,840,5,470105.4422,621993.1657
840,841,21,841,5,469928.8257,622237.5064
841,842,21,842,5,469694.6838,622349.1837
842,843,21,843,5,469657.0645,621766.3056
843,844,0,844,26,467986.6098,624531.9378
844,845,18,845,8,467889.8275,624330.1213
845,846,22,846,4,467874.6917,619753.6515
846,847,0,847,26,467799.3205,621196.455
847,848,0,848,26,467693.5828,624133.2382
848,849,22,849,4,467493.7364,619666.0391
849,850,17,850,9,467544.0739,624050.3423
850,851,0,851,26,467361.2328,621993.1998
851,852,14,852,12,467268.6066,623419.6599
852,853,19,853,7,466991.2647,622415.0727
853,854,6,854,20,466809.4908,621545.0898
854,855,0,855,26,466776.7254,617787.9169
855,856,0,856,26,466694.4303,617597.64
856,857,21,857,5,471748.0445,623153.7569
857,858,21,858,5,471389.9304,622597.7826
858,859,0,859,26,469546.7766,622920.1448
859,860,17,860,9,467708.8298,624176.0065
860,861,8,861,18,467336.1331,621369.8333
861,862,13,862,13,467366.6081,621482.1227
862,863,21,863,5,467197.4798,621466.9945
863,864,0,864,26,467184.6439,622650.3871
864,865,22,865,4,467140.124,621636.627
865,866,14,866,12,466980.889,623255.9634
866,867,12,867,14,466997.2958,622063.3503
867,868,9,868,17,466853.9815,617591.6522
868,869,0,869,26,466800.9055,621884.5065
869,870,0,870,26,466680.0081,625277.3212
870,871,21,871,5,471795.7882,623162.4967
871,872,21,872,5,470151.1048,621990.7779
872,873,21,873,5,469835.7127,621679.6706
873,874,0,874,26,469601.703,622981.5646
874,875,16,875,10,468502.9165,620709.2693
875,876,16,876,10,468312.014,620676.7241
876,877,6,877,20,467886.175,624430.3032
877,878,22,878,4,467788.6739,619656.1471
878,879,0,879,26,467748.7258,623702.7925
879,880,17,880,9,467513.7282,623933.9725
880,881,20,881,6,467172.0711,621950.4161
881,882,14,882,12,467095.6168,623327.7037
882,883,9,883,17,466977.2998,617923.4015
883,884,0,884,26,466974.2437,619235.8221
884,885,12,885,14,466912.7753,621970.0145
885,886,8,886,18,466832.7102,621395.825
886,887,0,887,26,466737.5247,622940.8147
887,888,0,888,26,466749.2967,621675.0102
888,889,0,889,26,466684.3211,617467.8677
889,890,11,890,15,464969.2143,625817.2056
890,891,8,891,18,464250.1957,625346.4897
891,892,21,892,5,471544.2687,622641.0515
892,893,21,893,5,471159.0175,623039.1154
893,894,21,894,5,470485.4673,622343.2513
894,895,16,895,10,468124.5036,620644.7904
895,896,22,896,4,467915.3015,619794.6996
896,897,22,897,4,467907.8436,619960.0972
897,898,16,898,10,467656.3273,624531.9851
898,899,17,899,9,467477.3861,624271.1546
899,900,13,900,13,467079.5946,621012.3058
900,901,19,901,7,467022.0218,621992.9744
901,902,0,902,26,466784.5584,621967.1064
902,903,0,903,26,466703.0523,620545.9123
903,904,12,904,14,464493.2087,625663.5399
904,905,12,905,14,464281.363,625658.5553
905,906,21,906,5,471383.7087,622853.6469
906,907,21,907,5,471340.7858,622574.3775
907,908,21,908,5,469983.6163,621936.7901
908,909,0,909,26,469848.9187,623280.6182
909,910,14,910,12,467314.8434,623279.0867
910,911,7,911,19,467223.0969,624325.7863
911,912,6,912,20,467237.9026,622530.389
912,913,0,913,26,467005.5629,623755.9889
913,914,9,914,17,466925.917,621689.3733
914,915,9,915,17,466727.5999,617696.524
915,916,0,916,26,466658.6892,621605.2436
916,917,13,917,13,465616.213,625548.0172
917,918,14,918,12,465179.3037,625567.1503
918,919,13,919,13,465136.7113,625695.9818
919,920,3,920,23,464484.1742,625499.2227
920,921,6,921,20,464465.0614,625590.7146
921,922,21,922,5,470114.5531,622742.7649
922,923,21,923,5,470071.0358,622827.4347
923,924,21,924,5,469824.3453,621908.7069
924,925,21,925,5,469618.1082,622465.0401
925,926,16,926,10,468241.7983,620589.8562
926,927,22,927,4,467984.9385,620067.5977
927,928,0,928,26,467651.7381,620749.0904
928,929,12,929,14,467642.9163,623903.4253
929,930,13,930,13,467405.4751,621541.7145
930,931,0,931,26,467431.253,622496.9032
931,932,19,932,7,467237.8485,621681.2211
932,933,0,933,26,467261.0269,620824.3327
933,934,19,934,7,467190.5924,621874.5819
934,935,13,935,13,466999.0563,621612.1822
935,936,0,936,26,466738.0795,621519.3422
936,937,0,937,26,466119.7569,625302.5738
937,938,0,938,26,465418.4834,620742.3342
938,939,14,939,12,465252.2222,625527.2734
939,940,12,940,14,464217.0334,625670.5035
940,941,21,941,5,471735.1305,623405.1606
941,942,21,942,5,471473.4713,623298.3028
942,943,21,943,5,470959.1603,622674.8067
943,944,21,944,5,470184.3009,622220.973
944,945,21,945,5,469666.7442,622085.1714
945,946,21,946,5,469166.6432,622034.2637
946,947,16,947,10,468038.8207,620706.3769
947,948,16,948,10,468077.4098,620753.3821
948,949,0,949,26,467724.9604,620353.6962
949,950,0,950,26,467510.072,621480.921
950,951,18,951,8,467291.4846,622768.1221
951,952,0,952,26,466972.2119,619286.0743
952,953,5,953,21,466877.6806,621737.4296
953,954,9,954,17,466733.2498,617742.8514
954,955,0,955,26,466186.7033,621128.9666
955,956,16,956,10,465480.0709,625668.4569
956,957,14,957,12,465253.2176,625693.8404
957,958,11,958,15,464255.987,625880.2836
958,959,26,959,0,471745.7699,622534.8683
959,960,21,960,5,471412.0596,623085.296
960,961,21,961,5,471290.8194,622677.0761
961,962,21,962,5,471173.5864,623177.7745
962,963,21,963,5,470781.204,622870.4753
963,964,21,964,5,470654.6921,622734.5021
964,965,21,965,5,470534.7701,622642.394
965,966,21,966,5,470504.1665,622748.3187
966,967,21,967,5,470510.0418,622477.8327
967,968,21,968,5,469481.8296,621871.4878
968,969,6,969,20,467901.8426,624474.5341
969,970,9,970,17,467585.5903,623684.0012
970,971,17,971,9,467504.1646,623620.1611
971,972,20,972,6,467248.6011,622098.5392
972,973,8,973,18,466829.1416,621469.4308
973,974,0,974,26,466693.7105,621507.2582
974,975,0,975,26,465419.0661,620942.1137
975,976,13,976,13,464913.7961,625815.8864
976,977,8,977,18,464165.2897,625332.8043
977,978,21,978,5,471706.3629,622898.8296
978,979,21,979,5,471478.2478,623113.584
979,980,21,980,5,470043.8422,622156.5856
980,981,21,981,5,469679.4617,621657.8475
981,982,21,982,5,469643.7184,621806.3796
982,983,0,983,26,467475.9373,621385.7935
983,984,0,984,26,467346.8086,622239.6718
984,985,17,985,9,467112.626,621163.8035
985,986,0,986,26,467077.09,622699.2857
986,987,0,987,26,466986.6453,618942.1869
987,988,0,988,26,466876.8692,619765.202
988,989,0,989,26,466847.7994,622621.0411
989,990,13,990,13,464862.8808,625818.8316
990,991,0,991,26,463473.6264,618470.8233

